store,score,common_months
1,0.07792503377624026,12
230,0.07564502380028945,12
57,0.07530897023344736,12
53,0.0749719099833004,12
62,0.07316882072394633,12
250,0.07305622362993427,12
254,0.06867742261630937,12
246,0.06427047140965376,12
231,0.06331568605016856,12
107,0.06314442498566065,12
125,0.059577673447867095,12
226,0.05693812086053366,12
28,0.05597796613901814,12
131,0.05461396512570906,12
164,0.05453291765964927,12
168,0.05285573453400081,12
122,0.0519400377712087,12
43,0.051684884295844086,12
150,0.05153073211703174,12
22,0.0511369346736821,12
33,0.04749292217742046,12
210,0.04369744418852617,12
199,0.04180336463423073,12
49,0.04006695428632587,12
214,0.03555892631661384,12
181,0.03390918615419114,12
69,0.03207731374675332,12
20,0.028538857387079748,12
220,0.026016640814048045,12
71,0.025811232977047644,12
218,0.02558627375347701,11
241,0.024328647036747142,12
207,0.022252952240367784,12
116,0.020317430823992712,12
29,0.019618143853644028,12
114,0.014027612157689254,12
46,0.012198676652040552,12
155,0.011626582288364745,12
50,0.009247136040141954,12
247,0.005528641155222831,12
197,0.003719999800787207,12
196,0.003080649158869686,12
104,0.001518045584168055,12
79,0.00014395355256331446,12
82,-0.0004939226980454995,12
237,-0.0008612570539503114,12
153,-0.0013483962152091578,12
136,-0.007733160434134394,12
189,-0.009028771629258511,12
144,-0.012278439826335889,12
21,-0.014055579545607341,12
258,-0.01648248906648067,12
100,-0.017368791251494643,12
16,-0.019672323212003063,12
81,-0.021739974717839266,12
30,-0.02810085586508676,12
10,-0.031145173360906667,12
108,-0.034199130801632054,12
3,-0.03524331660652943,12
182,-0.03687861608897167,12
14,-0.03790749769470578,12
118,-0.04001726698737956,12
117,-0.04090729217450685,11
8,-0.04834954745526551,12
195,-0.0484443719852728,12
232,-0.048702618003585045,12
154,-0.0533118591675289,12
59,-0.06570093898947214,12
36,-0.06711841422738772,12
87,-0.0686256146462894,12
180,-0.07069663309568654,12
25,-0.0728408955909477,12
166,-0.081309097749101,12
194,-0.08152043879491185,12
216,-0.08193446539785511,12
51,-0.08336217298905035,12
248,-0.08581881089656263,12
192,-0.09575094079202041,12
176,-0.09619626844840003,12
135,-0.09681959437777522,12
233,-0.09697243694966096,12
183,-0.09889081927916099,12
70,-0.09908589057732438,12
15,-0.10272551659824707,12
217,-0.10326442207668017,12
235,-0.1039370796996258,12
55,-0.10418497615533283,12
67,-0.10655814055164196,12
90,-0.10821966229178615,12
227,-0.10905455910009454,12
47,-0.11037935534222666,12
137,-0.11203655117343775,12
120,-0.11372694347977796,12
267,-0.11655724491260519,12
18,-0.12080927506914496,12
65,-0.12229512167661338,12
244,-0.126681531755418,12
262,-0.12778662056985343,12
40,-0.12819284148056057,12
172,-0.12996196633990506,12
112,-0.13100038146298726,12
203,-0.13267093444480638,12
72,-0.13607036469682457,12
202,-0.13658961945090276,12
208,-0.13776058616352868,12
78,-0.14021779765644152,12
223,-0.1412446565268695,12
263,-0.1441488773019398,12
156,-0.1443487220560676,12
138,-0.14488405652889072,12
269,-0.14812518057377524,12
177,-0.15442167668065968,12
130,-0.1624969048412245,12
238,-0.16708954612932855,12
215,-0.16849562327561654,12
54,-0.16981611809569827,12
143,-0.17087202201417026,12
221,-0.17131645743921187,12
93,-0.1739663174718327,12
9,-0.1784995169366647,12
249,-0.1873547435533468,12
38,-0.19283793686907436,12
74,-0.20074150208749683,12
102,-0.2057239124599987,12
84,-0.20794540676284978,12
80,-0.20890319246712644,12
256,-0.21577179086568157,12
6,-0.2166424392104128,12
44,-0.22199505898691807,11
73,-0.22662547471263847,12
115,-0.22739833812359864,12
271,-0.23299241005902804,12
200,-0.2341163743645919,12
48,-0.2351818014441713,12
121,-0.23780310442258198,12
75,-0.24007419326533777,12
255,-0.24538848335011965,12
34,-0.25490949558102755,12
170,-0.25591493136606763,12
209,-0.27386523191868467,12
141,-0.27901870533127143,12
270,-0.29107949308064907,12
236,-0.3006156452797408,12
45,-0.30454165530202,12
4,-0.31046429590070934,12
42,-0.3177319824800871,12
151,-0.3217913264176531,12
186,-0.33044039025153144,12
158,-0.33596447811448577,12
264,-0.37889054379365555,12
266,-0.3801651671610369,12
101,-0.3816356310807869,12
5,-0.3956123003611849,12
19,-0.4002518975748841,12
175,-0.42361198585442167,12
165,-0.4318116161133167,12
239,-0.43470953950832536,12
23,-0.45355116372939275,12
219,-0.47264828534037334,12
133,-0.5408287639304484,12
