trial_store,control_store,sales_diff,customers_diff,avgtx_diff,ttest_p,perm_p,final_verdict
77,167,75.10000000000002,3.666666666666664,0.0203333333333335,0.0248020753951117,0.0473905218956208,Trial Impact Confirmed
86,159,886.0000000000001,101.33333333333331,0.2159999999999999,0.0026814104214302,0.0515896820635872,No Strong Evidence
88,159,1372.8500000000001,123.33333333333331,0.2433333333333334,0.0008858131881549,0.04499100179964,Trial Impact Confirmed
