trial_store,control_store,n_months_trial,mean_sales_trial,mean_sales_control,ttest_t,ttest_p,perm_obs_diff,perm_p,customers_diff,avgtx_diff
77,167,3,280.43333333333334,205.33333333333334,3.8622901283340965,0.024802075395111763,75.1,0.047390521895620874,3.6666666666666643,0.020333333333333536
86,159,3,921.4333333333334,35.43333333333333,16.063393675230984,0.002681410421430256,886.0000000000001,0.05158968206358728,101.33333333333333,0.21599999999999997
88,159,3,1408.2833333333335,35.43333333333333,26.195080428645795,0.000885813188154906,1372.8500000000001,0.04499100179964007,123.33333333333333,0.2433333333333334
