trial_store,control_store,sales_diff,customers_diff,avgtx_diff
77,167,75.10000000000002,3.666666666666664,0.0203333333333335
86,159,886.0000000000001,101.33333333333331,0.2159999999999999
88,159,1372.8500000000001,123.33333333333331,0.2433333333333334
