trial_store,control_store,n_months_trial,mean_sales_trial,mean_sales_control,ttest_t,ttest_p,perm_obs_diff,perm_p,customers_diff,avgtx_diff,mean_diff,ci_lower,ci_upper
77,167,3,280.43333333333334,205.33333333333334,3.8622901283340965,0.024802075395111763,75.1,0.047390521895620874,3.6666666666666643,0.020333333333333536,75.86343333333332,42.53333333333333,104.63333333333327
86,159,3,921.4333333333334,35.43333333333333,16.063393675230984,0.002681410421430256,886.0000000000001,0.05158968206358728,101.33333333333333,0.21599999999999997,886.0125666666667,812.7666666666669,978.7991666666661
88,159,3,1408.2833333333335,35.43333333333333,26.195080428645795,0.000885813188154906,1372.8500000000001,0.04499100179964007,123.33333333333333,0.2433333333333334,1373.1388666666667,1276.7833333333333,1441.8333333333335
