store,distance,common_months,score
40,1242.5680000000004,12,1.0
237,1297.1290000000004,12,0.9966611372866105
165,1573.722,12,0.979735016898705
199,1654.8820000000003,12,0.974768427250079
226,1875.6849999999995,12,0.9612563782827852
203,1939.126,12,0.9573741035920694
26,2017.0850000000003,12,0.9526033992744594
58,2087.604,12,0.9482879860729875
201,2145.2630000000004,12,0.9447595411179588
81,2198.5060000000008,12,0.9415013334705734
130,2270.8050000000003,12,0.9370769930934664
72,2364.848,12,0.9313220277124198
181,2520.262,12,0.9218114613786154
4,2535.376,12,0.9208865595063959
95,2562.543,12,0.919224073787024
217,2585.994,12,0.9177889888455513
261,2646.201,12,0.9141046189222537
210,2833.7060000000006,12,0.9026302424798484
238,2840.838,12,0.9021937994367976
123,3117.025,12,0.8852925242361436
125,3182.2069999999994,12,0.8813037089764499
49,3258.3410000000003,12,0.8766446856113872
75,3512.2080000000005,12,0.8611092837591479
153,3522.033000000001,12,0.8605080424666669
194,3524.120000000001,12,0.8603803284129867
216,3530.9280000000003,12,0.8599637125637033
65,3546.8670000000006,12,0.8589883247814282
231,3562.191,12,0.8580505719502854
59,3612.731,12,0.8549577745027551
250,3647.897,12,0.8528057896384922
93,3655.527,12,0.8523388714642806
60,3671.237,12,0.851377497346736
3,3774.556,12,0.8450548867515365
154,3834.94,12,0.8413596853057179
7,4111.976,12,0.8244064555139885
43,4125.78,12,0.8235617191474331
213,4141.411,12,0.8226051794382454
230,4228.238,12,0.817291797483819
63,4418.011,12,0.8056786306850424
156,4467.807000000001,12,0.8026313623491259
166,4512.241,12,0.7999122218310499
36,4553.936,12,0.7973606945343588
152,4706.52,12,0.7880233101708057
179,4713.786999999999,12,0.7875786057970187
100,4732.675000000001,12,0.7864227538344355
168,4751.525,12,0.785269227283467
128,4760.235,12,0.7847362184633644
79,4798.094000000001,12,0.7824194353496712
80,4855.361000000001,12,0.7789149788512992
175,4866.814,12,0.778214112029642
133,4968.342000000001,12,0.772001101755545
71,5010.369,12,0.7694292577047466
259,5030.198,12,0.7682158212071787
94,5103.502,12,0.7637299798123675
112,5178.799,12,0.7591221766978702
69,5269.111000000001,12,0.7535955300203602
223,5285.6050000000005,12,0.7525861789895022
178,5289.401,12,0.7523538826082037
270,5321.403,12,0.7503955188583844
157,5349.932,12,0.7486496854911389
257,5351.446,12,0.7485570361968065
269,5371.081999999999,12,0.7473554103424396
119,5375.479,12,0.7470863357406035
33,5451.129,12,0.7424569307761067
114,5453.495,12,0.7423121433055715
137,5600.346,12,0.7333255901206235
160,5681.03,12,0.7283881293122234
91,5710.289000000001,12,0.7265976235639588
184,5725.873,12,0.7256439600217683
180,5758.582999999999,12,0.723642270181865
138,5788.185,12,0.7218307745340258
106,5865.129,12,0.7171221831845448
55,5877.776,12,0.7163482494821523
164,5919.252,12,0.7138101238997667
13,5953.499,12,0.7117143772795536
247,5979.567999999999,12,0.7101190837168376
86,5987.504999999999,12,0.709633378664581
227,6021.63,12,0.7075450978395519
155,6034.09,12,0.7067826076101054
236,6043.201,12,0.7062250595779636
62,6059.752000000001,12,0.7052122204296833
225,6076.201,12,0.7042056231757376
57,6091.622,12,0.7032619344254731
172,6132.601,12,0.700754222779206
113,6135.552000000001,12,0.7005736362088129
232,6178.657999999999,12,0.697935762707166
102,6209.130000000001,12,0.6960710273723589
105,6212.754,12,0.695849256538369
97,6232.899,12,0.6946164824073738
229,6256.02,12,0.6932015918299232
196,6284.898999999999,12,0.6914343401978057
109,6284.95,12,0.6914312192506387
191,6304.425,12,0.6902394457981128
67,6322.884,12,0.6891098465087586
221,6328.483,12,0.6887672154658475
30,6329.35,12,0.6887141593640073
116,6335.64,12,0.6883292425467344
207,6336.6100000000015,12,0.6882698833555174
104,6340.651000000001,12,0.6880225941888086
10,6378.4839999999995,12,0.6857074021462204
23,6389.453,12,0.6850361537251288
48,6498.7029999999995,12,0.6783505953329112
39,6502.017000000001,12,0.6781477949620937
122,6588.085999999999,12,0.672880798849876
101,6616.091,12,0.6711670316848959
183,6724.289000000001,12,0.6645458504773795
118,6756.418999999999,12,0.6625796537621214
32,6760.672,12,0.6623193912464042
83,6791.990999999998,12,0.6604028237106068
190,6818.711,12,0.6587676921752286
147,6853.991999999999,12,0.6566086698810791
162,6921.523,12,0.6524761074665724
219,6948.348000000001,12,0.6508345504517326
222,6951.249000000001,12,0.6506570236334642
129,6967.660000000001,12,0.649652751791133
110,7018.078,12,0.6465674201387868
271,7018.974,12,0.6465125893807142
209,7069.994999999999,12,0.6433903571177454
45,7243.3460000000005,12,0.6327821353067674
5,7256.095000000001,12,0.6320019597100407
70,7275.983,12,0.630784912704966
15,7276.718,12,0.6307399343487345
241,7362.337000000001,12,0.625500476005638
78,7373.662,12,0.6248074421494196
28,7381.348999999999,12,0.624337035857786
107,7470.08,12,0.6189071385424553
208,7493.194,12,0.6174926763303021
262,7529.960999999999,12,0.6152427182030101
24,7554.845,12,0.6137199407656466
19,7865.463000000001,12,0.5947116590569612
148,7882.106000000001,12,0.5936931899647718
212,7941.966,12,0.5900300547212189
144,8114.03,12,0.5795005909299279
56,8467.693000000001,12,0.5578581686171873
202,11226.968,12,0.38900421774591376
246,11278.694,12,0.3858388429779883
242,11416.296,12,0.37741828274104594
235,11509.092,12,0.3717396275779866
173,11538.236,12,0.36995615925960856
200,11710.509000000004,12,0.35941390570443654
260,11829.953,12,0.35210452504905865
142,11873.219999999998,12,0.3494567991455706
84,11877.868,12,0.349172364588069
54,11901.338000000002,12,0.3477361169407889
25,11994.393,12,0.34204161226172425
134,12028.868,12,0.33993191317182303
21,12139.174000000003,12,0.33318173281473384
66,12163.015,12,0.33172278180668957
27,12170.633000000002,12,0.3312565979729877
12,12299.431000000002,12,0.3233747988901422
150,12349.087000000001,12,0.3203360978601746
253,12410.383000000002,12,0.3165850865356036
64,12429.599,12,0.31540916259908325
149,12454.289,12,0.3138982569999633
243,12531.753999999999,12,0.3091577830333442
126,12541.522,12,0.30856002985828523
171,12598.447,12,0.3050765020644455
37,12602.849,12,0.30480712148739697
234,12610.067,12,0.304365415670692
29,12637.687000000004,12,0.3026752085970711
251,12673.917,12,0.3004581122075972
272,12676.981,12,0.3002706105974027
240,12684.746,12,0.29979543109245466
17,12690.694999999998,12,0.29943138178467166
47,12708.333999999999,12,0.2983519624301606
143,12766.702000000001,12,0.29478013019000515
174,12785.470000000001,12,0.293631621632521
8,12857.148000000001,12,0.2892452833768012
182,12868.484,12,0.2885515763751154
96,12994.641000000001,12,0.2808313933994905
215,12998.809,12,0.2805763324623852
248,13049.338,12,0.2774842081603224
245,13061.636,12,0.27673163152775937
34,13098.155999999999,12,0.2744967885759628
228,13137.169,12,0.27210938638323423
