store,distance,common_months,score
170,13139.096000000001,12,0.2719914635363526
82,13182.747,12,0.26932023873654776
9,13209.964,12,0.2676546932650512
239,13296.518000000002,12,0.2623580175572249
115,13306.003,12,0.26177758257919126
87,13362.615,12,0.2583132088336514
73,13373.305999999999,12,0.25765897263437276
197,13403.508000000002,12,0.2558107599610384
68,13488.573,12,0.2506052036714823
145,13608.894,12,0.24324215496383905
22,13611.880000000001,12,0.24305942656695878
108,13671.489000000001,12,0.23941165127907127
169,13737.498,12,0.23537222771923705
121,13748.277,12,0.23471260635621904
103,13812.264000000001,12,0.23079691917230283
256,13814.840999999999,12,0.23063921954780187
249,13898.131,12,0.22554228445866853
18,14031.598,12,0.2173747657224293
38,14156.846,12,0.20971020904042947
90,14164.163999999999,12,0.20926238371947525
188,14260.389000000001,12,0.20337389075571166
220,14272.234999999999,12,0.20264897428235518
77,14273.394,12,0.2025780492281073
50,14294.490000000002,12,0.20128707861170236
46,14314.008,12,0.20009267377234952
141,14392.081000000002,12,0.19531499321989532
205,14395.675000000001,12,0.1950950582371802
185,14429.811,12,0.19300610426668374
255,14480.091999999999,12,0.18992915633515883
187,14504.535000000002,12,0.18843336591153415
233,14512.547000000002,12,0.18794307123109066
176,14569.596999999998,12,0.18445189405693962
214,14614.793000000001,12,0.18168612291648478
53,14624.502,12,0.18109198024893292
6,14656.576000000003,12,0.17912921045605412
268,14730.309000000001,12,0.17461711638801403
195,14735.182000000003,12,0.17431891294595192
41,14740.164999999999,12,0.17401397804921603
163,14750.608999999999,12,0.17337485702543276
20,14795.190000000002,12,0.17064672083611032
264,14805.675000000003,12,0.1700050908155848
131,14861.080000000002,12,0.16661457948633251
265,14912.024999999998,12,0.16349699804659334
1,14912.752,12,0.16345250925070165
89,14933.205000000002,12,0.16220088704661895
111,14934.607000000002,12,0.16211509159704562
167,15050.828000000001,12,0.15500294256361824
74,15129.601999999999,12,0.15018236428637755
124,15245.100999999999,12,0.14311439807362925
2,15365.491999999998,12,0.13574706571301154
136,15375.041000000001,12,0.13516271425225812
51,15391.800000000001,12,0.13413714653513986
186,15528.848000000002,12,0.12575048835173785
151,15578.349000000002,12,0.12272127255335641
120,15588.25,12,0.12211538043764625
266,15659.492999999999,12,0.11775566202541043
16,15794.404000000002,12,0.10949977764781305
254,15810.966,12,0.1084862653540658
35,15831.663,12,0.10721971155961507
98,15849.459,12,0.10613068458343289
218,15913.586,11,0.102206430093568
44,16001.755,11,0.09681092439211769
189,16105.497,12,0.09046242829394424
117,16259.530000000002,11,0.08103637231382066
61,17200.860999999997,12,0.023431581770070542
132,17279.360999999997,12,0.018627770934472432
52,17310.661,12,0.016712366104482235
204,17326.961,12,0.01571488691186762
14,17374.261000000002,12,0.01282036140201026
224,17391.060999999998,12,0.011792284688150079
135,17399.468,12,0.011277817965922199
127,17402.060999999998,12,0.01111913922074137
192,17417.57,12,0.010170065306737586
158,17433.961,12,0.009167017365256158
139,17442.661,12,0.008634620495578393
159,17444.061,12,0.008548947436089915
161,17448.761000000002,12,0.008261330736378913
244,17461.211,12,0.007499452457357503
258,17468.061,12,0.007080266416289227
263,17489.461,12,0.005770692506967046
267,17509.560999999998,12,0.004540672152884118
146,17519.860999999997,12,0.003910363215219648
42,17529.161000000004,12,0.0033412493200465354
140,17545.894,12,0.002317272674033144
198,17551.261,12,0.001988838880980337
99,17565.935999999998,12,0.0010908016324147063
177,17583.761000000002,12,0.0
