store,score,common_months
59,0.07830427822849366,12
192,0.07812361130887994,12
146,0.07759971643274363,12
160,0.07725604437191809,12
150,0.07619120245545068,12
8,0.07597180273110225,12
70,0.07439730187991375,12
66,0.07431865720893191,12
248,0.07261780369033356,12
219,0.07218537051804176,12
127,0.07116904461268142,12
196,0.0707014394882476,12
232,0.06618940958029933,12
98,0.06594710110525413,12
260,0.06584487923292696,12
168,0.058477318717926885,12
241,0.056910648397655104,12
194,0.05672755931609178,12
118,0.056673454176564386,12
131,0.05455678414526776,12
2,0.05191831990664655,12
220,0.04979253834042701,12
119,0.0468517644431539,12
46,0.046612323048388936,12
72,0.04286119581672313,12
151,0.037542135038302234,12
261,0.03689199280282648,12
129,0.03602261525303282,12
245,0.034953123360411724,12
91,0.0348182062074201,12
180,0.03427797466539504,12
149,0.03291840262572615,12
58,0.032864753769525655,12
45,0.028684092552443297,12
103,0.023346958104783058,12
178,0.02183008783383104,12
13,0.018150477554045363,12
67,0.015286512601792951,12
171,0.006940547949242387,12
175,0.0063737709914440015,12
133,0.006098913461439999,12
23,0.0027183204543957903,12
110,0.0001268986184811416,12
165,-0.0015280008670539025,12
161,-0.0060352709984748225,12
90,-0.009606084269524362,12
228,-0.015233395506409139,12
78,-0.015681436375028623,12
36,-0.01630939555024068,12
56,-0.017212843528364802,12
201,-0.018352360487254943,12
74,-0.01843121505089444,12
249,-0.02232809538786908,12
191,-0.02792721388156645,12
272,-0.029982595916204724,12
130,-0.03319717660356256,12
154,-0.03375197065077512,12
221,-0.03432138245079888,12
123,-0.04273261094110372,12
259,-0.046165151373260084,12
18,-0.0480877144933305,12
125,-0.05331999439295091,12
89,-0.0548785903973433,12
179,-0.05520372423045005,12
174,-0.06174999009389004,12
96,-0.062093680113087614,12
107,-0.06211728076741423,12
138,-0.06214814184260562,12
38,-0.0643772762519031,12
253,-0.06731525915899181,12
137,-0.06831108401807766,12
87,-0.07123960412186363,12
202,-0.07361503260247997,12
239,-0.07876557362697593,12
120,-0.0789124137400996,12
135,-0.08111938339653356,12
94,-0.08477661670970582,12
140,-0.09265294969796349,12
207,-0.09571732522113448,12
5,-0.10081240051427968,12
182,-0.10297967655847247,12
225,-0.10655645453842566,12
15,-0.1117234244727507,12
170,-0.11292996177098508,12
203,-0.11409285542569005,12
101,-0.12080717347128046,12
155,-0.12479910482653445,12
166,-0.12781988838513508,12
79,-0.13485612477619582,12
4,-0.14691818702001336,12
223,-0.14901342906241336,12
263,-0.14943803829695562,12
215,-0.15459068803769163,12
216,-0.15755074602559124,12
255,-0.15802084492023163,12
197,-0.160454167887055,12
16,-0.16097933817963297,12
147,-0.1633829593909527,12
34,-0.16625515903160062,12
48,-0.16695933671481078,12
9,-0.16922275725177957,12
266,-0.16990159796048832,12
141,-0.1758239930338796,12
73,-0.17596267749480798,12
218,-0.17937764909523046,11
28,-0.1806221551785868,12
156,-0.18080021692579906,12
200,-0.18199636671383868,12
109,-0.18281563673390497,12
25,-0.18629997169879578,12
65,-0.1868434565449136,12
269,-0.19259604269947736,12
14,-0.1945016924315992,12
97,-0.19524445504390156,12
238,-0.19846505792963384,12
231,-0.19986547710306887,12
134,-0.216513291881457,12
267,-0.21840818020565012,12
124,-0.23142928911188032,12
24,-0.23224366350397863,12
186,-0.2327828323411346,12
209,-0.2335105540085436,12
227,-0.24081493671463497,12
158,-0.24098269359935362,12
247,-0.2509277152559657,12
10,-0.2660950039560607,12
61,-0.2697476273471942,12
55,-0.27575463368844716,12
262,-0.27616700212967715,12
246,-0.2778900152896407,12
142,-0.281941415686911,12
102,-0.28705434882330005,12
114,-0.28747446429297907,12
47,-0.28927703920985554,12
169,-0.3023001860013357,12
244,-0.3036256586417867,12
54,-0.30398848414119467,12
177,-0.3153286762018022,12
258,-0.32328925479307136,12
128,-0.3236961120050604,12
143,-0.33817741244206473,12
7,-0.3394537273160152,12
75,-0.34020967578490896,12
80,-0.34023632206092635,12
172,-0.34379257497176857,12
19,-0.35091011899384533,12
117,-0.3812022260511817,11
242,-0.40895297445993767,12
