store,score,common_months
167,0.5179000130439041,12
115,0.5056976594391978,12
71,0.4830541645920026,12
64,0.48038044860470536,12
41,0.47739052008030053,12
234,0.4565381338198415,12
82,0.42743867160010457,12
164,0.4083110087787589,12
20,0.4076950826213201,12
184,0.405721315932845,12
63,0.404349460497639,12
17,0.39317992240021726,12
35,0.38634561866417183,12
204,0.37919756234323,12
229,0.35439158563067524,12
181,0.3487535545870036,12
257,0.3466005443308127,12
152,0.3445992837416647,12
224,0.3398765600230417,12
190,0.33089204295625235,12
104,0.3198974607229236,12
145,0.3177142707597081,12
157,0.3167626956948287,12
81,0.3141973050880066,12
254,0.2935824377239856,12
233,0.2934827870384831,12
176,0.29280945540080877,12
162,0.2809437220547806,12
3,0.28062725434242575,12
60,0.27810590755517817,12
39,0.2779170180026788,12
205,0.275015878200866,12
99,0.26687479082923865,12
44,0.26194789157286297,11
264,0.26047707165771244,12
113,0.2586148114871966,12
139,0.25644593233780677,12
185,0.25440138908026416,12
88,0.25229017519907365,12
37,0.25178116851239857,12
132,0.24484312878491055,12
121,0.24476164545289936,12
86,0.23909227376430675,12
100,0.23028611600234872,12
212,0.22444882350634088,12
111,0.22251245340266798,12
12,0.21811956032249832,12
222,0.2170919578343562,12
105,0.21189588132266904,12
217,0.20871450322849808,12
53,0.20850452266021693,12
187,0.20741493522341878,12
268,0.20739543373601313,12
49,0.20727060317551216,12
62,0.20465953206384616,12
27,0.20301171667034523,12
43,0.20004250326317854,12
95,0.19352918228083715,12
144,0.1900254705937748,12
198,0.1857348613584838,12
108,0.18147473492923918,12
50,0.18118161542670755,12
57,0.1760841398535388,12
250,0.17214877265686201,12
68,0.17095002801867143,12
251,0.16566522890273605,12
40,0.16313761454753947,12
84,0.16148884722807863,12
183,0.15658200363430788,12
163,0.15618058379292296,12
153,0.15477990834642621,12
265,0.15380153457329013,12
235,0.15321317843349833,12
236,0.15256540245465408,12
42,0.15115132356552985,12
93,0.1503443379384903,12
112,0.14730210960715404,12
271,0.1461509081607685,12
188,0.1460273563758725,12
230,0.1458428146349741,12
256,0.14442435889372274,12
213,0.1390669745774525,12
22,0.13725164803566778,12
106,0.13518858430729006,12
214,0.13507605723932112,12
173,0.13185837184843074,12
240,0.13071440356730038,12
226,0.13069086598982557,12
33,0.1296041980335694,12
30,0.12879852641324382,12
195,0.12457581561095361,12
1,0.12371382229187267,12
32,0.12316328247997166,12
208,0.12263081989679118,12
210,0.12175685769431847,12
189,0.11682820263137826,12
51,0.1165411048499635,12
243,0.10447046328214245,12
21,0.10309656145389819,12
270,0.10183970980775932,12
29,0.10160859016888997,12
136,0.10138931968470116,12
159,0.09728160496560817,12
148,0.09703166593022773,12
69,0.09557243918389961,12
116,0.0955513989320957,12
52,0.09371507496018777,12
26,0.0927438401944264,12
83,0.09045968735489353,12
126,0.08840218748082966,12
122,0.08735169871877423,12
237,0.08154660149882437,12
6,0.07905076462730311,12
199,0.07846279454386257,12
