store,distance,common_months,score
46,405.786,12,1.0
233,448.407,12,0.9972042580080025
214,468.29499999999996,12,0.995899696483476
188,471.79300000000006,12,0.9956702437374586
176,476.1570000000001,12,0.9953839853659263
220,481.3469999999999,12,0.9950435451853001
18,487.19200000000006,12,0.99466014001078
185,487.7750000000001,12,0.9946218978864437
41,507.2950000000001,12,0.9933414754729905
53,520.826,12,0.992453903973173
187,535.803,12,0.9914714815097361
255,539.98,12,0.991197489479972
50,573.434,12,0.9890030606162598
249,594.751,12,0.9876047632500925
20,600.16,12,0.9872499576745614
205,609.4390000000001,12,0.9866412978602974
90,617.6840000000001,12,0.9861004637005165
163,624.347,12,0.9856634014801867
6,627.314,12,0.9854687798971582
38,647.5419999999999,12,0.9841419159330531
121,672.357,12,0.9825141658208685
131,693.528,12,0.9811254453846381
268,703.9290000000001,12,0.9804431875197647
141,719.833,12,0.9793999581107709
264,728.7470000000001,12,0.9788152406213486
111,736.9490000000001,12,0.9782772270642204
256,737.6389999999998,12,0.9782319662309579
103,747.5819999999999,12,0.9775797510641051
265,756.101,12,0.9770209437618403
195,787.3180000000001,12,0.9749732518314731
167,797.888,12,0.974279908342221
1,821.0260000000001,12,0.9727621617334873
145,826.3759999999999,12,0.9724112262871771
169,843.11,12,0.9713135526874472
89,866.747,12,0.9697630739688615
22,899.9839999999998,12,0.9675828793092331
108,902.7589999999999,12,0.9674008520450255
74,917.0600000000001,12,0.9664627720791036
73,938.6759999999999,12,0.9650448616851894
197,957.5039999999999,12,0.9638098312958197
115,1005.7209999999999,12,0.9606470173865227
124,1018.1670000000001,12,0.9598306169071252
87,1045.067,12,0.9580661003639955
9,1097.884,12,0.9546015475662823
2,1116.6839999999997,12,0.9533683538484073
82,1124.861,12,0.9528319801765421
136,1128.117,12,0.9526184015198719
51,1133.004,12,0.9522978367486349
68,1137.413,12,0.952008626583629
239,1143.3180000000002,12,0.9516212856844772
186,1269.7699999999998,12,0.9433266148327359
228,1285.7869999999998,12,0.9422759731423528
151,1315.3250000000003,12,0.9403384159062573
34,1325.7299999999998,12,0.939655895659742
120,1359.5420000000001,12,0.9374379836390615
170,1359.704,12,0.9374273571825564
245,1372.0739999999998,12,0.9366159419543588
248,1407.398,12,0.9342988496729643
266,1408.8450000000003,12,0.9342039331139341
215,1422.9689999999998,12,0.9332774635356753
96,1492.0169999999998,12,0.9287482316297265
16,1537.3400000000001,12,0.9257752508384898
254,1538.18,12,0.9257201506936485
8,1542.66,12,0.9254262832544953
182,1549.3600000000001,12,0.924986794003976
35,1558.6809999999998,12,0.92437537918247
98,1580.2569999999998,12,0.9229600926049768
143,1597.168,12,0.921850808617584
47,1616.466,12,0.9205849483852673
17,1643.063,12,0.9188403072515268
174,1651.406,12,0.9182930447415144
272,1684.637,12,0.9161132436543492
240,1710.916,12,0.9143894618611557
234,1729.7010000000002,12,0.9131572520744384
29,1730.051,12,0.9131342936807546
243,1748.002,12,0.9119567904664155
171,1749.4070000000002,12,0.9118646289146275
251,1751.143,12,0.9117507552819557
37,1825.6330000000003,12,0.9068645531519284
126,1830.236,12,0.9065626174772805
189,1832.583,12,0.9064086650487777
149,1885.533,12,0.9029353880614648
64,1905.8749999999998,12,0.9016010462205597
253,1965.263,12,0.897705465980285
150,2022.4870000000003,12,0.893951834208387
12,2042.2489999999998,12,0.8926555377055867
27,2153.233,12,0.8853754966638502
21,2182.476,12,0.8834572900738598
66,2186.669,12,0.8831822485175274
134,2305.0059999999994,12,0.8754198844221986
25,2339.213,12,0.8731760622143607
84,2433.9379999999996,12,0.8669625369523546
54,2438.3979999999997,12,0.8666699814214119
142,2438.6099999999997,12,0.8666560751943806
260,2465.699,12,0.8648791611186615
200,2653.1449999999995,12,0.852583563797342
173,2777.322,12,0.8444381225045456
218,2778.224,11,0.8443789554442518
235,2778.5799999999995,12,0.8443556034781049
242,2879.4840000000004,12,0.8377367641744631
44,2880.8459999999995,11,0.8376474232253277
61,2927.8310000000006,12,0.8345654228617978
132,3006.2709999999997,12,0.8294201188601958
52,3037.267,12,0.8273869235155545
246,3038.922,12,0.8272783631111352
204,3053.5669999999996,12,0.8263177183239927
202,3064.678,12,0.8255888877176464
14,3100.867,12,0.8232150554061475
224,3117.6670000000004,12,0.8221130525093229
135,3126.678,12,0.8215219722650797
127,3128.6670000000004,12,0.8213915029935449
117,3130.2529999999997,11,0.821287468672452
192,3144.272,12,0.8203678866122981
158,3160.8310000000006,12,0.8192816922094102
139,3169.2670000000003,12,0.8187283293262191
159,3170.667,12,0.8186364957514837
161,3175.3669999999997,12,0.8183281973220149
244,3187.8170000000005,12,0.8175115344609752
258,3194.667,12,0.8170622058988772
263,3216.067,12,0.8156584641136364
267,3236.167,12,0.8143399963620785
146,3246.4669999999996,12,0.8136643636336683
42,3255.767,12,0.8130543263157832
140,3272.748,12,0.8119404506496537
198,3277.867,12,0.8116046677431749
99,3292.592,12,0.8106387753231903
177,3310.367,12,0.8094728169011036
56,5806.175,12,0.645759266548853
144,6159.908,12,0.622556005197518
212,6332.04,12,0.6112649359929824
148,6391.388,12,0.6073719795691287
