store,distance,common_months,score
19,6407.949,12,0.6062856539754198
24,6719.519000000001,12,0.5858480919180615
262,6744.411,12,0.5842152909592666
208,6781.206,12,0.5818017078289894
107,6804.07,12,0.5803019343627396
28,6892.555,12,0.5744977244624112
78,6900.588000000001,12,0.5739707965296617
241,6911.995000000001,12,0.5732225496818
15,6997.632,12,0.5676051555106476
70,6998.435,12,0.5675524823959956
5,7018.154999999999,12,0.5662589409004375
45,7030.834,12,0.5654272566903875
209,7204.033,12,0.5540661971828215
271,7255.116,12,0.5507153868269592
110,7255.602,12,0.5506835074574439
129,7306.625999999999,12,0.5473365672308026
222,7323.017000000002,12,0.5462613928568827
219,7326.151999999999,12,0.5460557512448863
162,7352.228999999999,12,0.5443452197246188
147,7420.464000000001,12,0.5398693168874269
190,7455.411000000001,12,0.5375769540758003
83,7482.429,12,0.5358046972742286
32,7514.307999999999,12,0.5337135811820937
118,7517.821,12,0.5334831445049184
183,7550.029,12,0.5313704475227204
101,7658.153,12,0.5242780093550863
122,7686.104,12,0.5224445520354946
39,7772.633000000001,12,0.5167686467581534
48,7776.148999999999,12,0.5165380132947467
23,7885.521,12,0.5093637120547769
10,7895.681999999999,12,0.5086971970884298
104,7934.116999999999,12,0.5061760374848909
207,7937.646000000001,12,0.5059445512811472
116,7939.312000000001,12,0.5058352693272121
30,7944.98,12,0.505463474540355
221,7945.028999999999,12,0.5054602603652394
67,7951.133999999999,12,0.5050598003839826
191,7970.509,12,0.5037888893050554
109,7989.924,12,0.5025153544097072
196,7989.933000000001,12,0.5025147640510125
229,8018.567999999999,12,0.5006364394706215
97,8041.875,12,0.499107607237509
105,8062.4980000000005,12,0.49775483308624635
102,8065.008,12,0.49759018860582793
232,8095.93,12,0.4955618473215656
113,8139.514,12,0.4927029369492323
172,8142.543000000001,12,0.49250424845075125
57,8182.689999999999,12,0.48987078950439333
225,8198.118999999999,12,0.4888587179153989
62,8214.596,12,0.487777902336174
236,8231.791,12,0.48664998925219205
155,8240.762,12,0.4860615328243698
227,8253.088,12,0.4852530037942354
86,8286.723,12,0.4830467021612179
247,8295.296,12,0.4824843527067848
13,8321.330999999998,12,0.4807765761937596
164,8355.614000000001,12,0.4785277687347216
55,8396.748,12,0.47582956711817526
106,8408.982999999998,12,0.4750270072703987
138,8490.414999999999,12,0.46968544180050487
180,8516.369,12,0.467982978515732
184,8549.762999999999,12,0.4657924853766513
91,8563.105000000001,12,0.46491731140942294
160,8593.322000000002,12,0.4629352148895809
137,8673.762,12,0.4576587200669283
114,8821.231,12,0.4479854304721774
33,8823.805,12,0.4478165878854854
119,8897.915,12,0.44295531201145766
269,8903.498,12,0.4425890928344952
257,8923.116,12,0.44130224207081037
157,8924.74,12,0.44119571512411737
270,8954.033000000001,12,0.43927422876360056
178,8985.181,12,0.43723106291655955
223,8988.458999999999,12,0.4370160411608578
69,9005.359,12,0.43590747872298075
112,9096.116999999998,12,0.42995417045452844
94,9171.460000000001,12,0.425012015439323
259,9244.58,12,0.4202156790217153
71,9264.706999999999,12,0.4188954401940733
133,9312.76,12,0.41574338393210253
175,9406.746,12,0.4095783336784746
80,9418.059,12,0.4088362527992022
79,9475.362000000001,12,0.4050774389898726
128,9515.471000000001,12,0.4024464726691146
168,9523.409,12,0.4019257763003651
100,9542.904999999999,12,0.4006469281767645
179,9562.043000000001,12,0.3993915632101318
152,9568.913999999999,12,0.39894085714441285
36,9719.498,12,0.3890632378458756
166,9761.193000000001,12,0.3863282372040244
156,9813.234999999999,12,0.38291452084946853
63,9866.737,12,0.3794050351955456
230,10047.066,12,0.36757628041093426
213,10133.457,12,0.3619094273002458
43,10149.75,12,0.36084068127655755
7,10161.51,12,0.3600692792487804
154,10438.474,12,0.34190171196805974
3,10498.93,12,0.33793607582934415
60,10602.389000000001,12,0.33114964025181026
250,10633.565,12,0.3291046377332745
93,10633.893000000002,12,0.32908312243862214
59,10660.785,12,0.3273191306587767
231,10711.239,12,0.3240095798161349
65,10726.563,12,0.32300439574524553
194,10749.362,12,0.32150888598068006
216,10750.53,12,0.3214322705411864
153,10755.376999999999,12,0.32111432958637054
75,10763.366,12,0.3205902878516841
49,11015.123000000001,12,0.3040761840840739
125,11091.347,12,0.29907623951219586
123,11220.769,12,0.2905867502911944
210,11439.843999999997,12,0.27621643573037136
238,11460.032,12,0.27489219558268707
261,11627.261,12,0.2639227406759568
95,11710.891,12,0.25843699649372864
217,11731.472,12,0.257086977349708
181,11897.076,12,0.24622411498508145
72,11994.039999999999,12,0.23986372159890923
130,12112.177,12,0.23211447658568551
201,12138.153,12,0.23041057020188105
81,12158.696,12,0.22906304368346053
26,12280.875,12,0.22104866202089368
203,12369.247999999998,12,0.21525179880654421
4,12469.38,12,0.20868359915982782
199,12624.73,12,0.1984933521347273
58,13127.137999999999,12,0.16553769312354794
237,13462.121000000001,12,0.14356434571956167
40,13486.956000000002,12,0.14193528369916653
165,13886.744000000002,12,0.11571102571609027
88,14273.394,12,0.09034856023649507
226,15650.755000000001,12,0.0
